日付,始値,高値,安値,終値,出来高,
2017/01/11,19345 ,19390,19310,19345,367923,
2017/01/12,19265 ,19275,19050,19115,764079,
2017/01/13,19195 ,19300,19135,19250,400383,
2017/01/16,19200 ,19240,19045,19065,474155,
2017/01/17,19050 ,19070,18730,18730,623822,
2017/01/18,18770 ,18930,18630,18830,616353,
2017/01/19,19015 ,19110,18955,19100,484514,
2017/01/20,19040 ,19165,19020,19165,472687,
2017/01/23,18985 ,19015,18850,18920,525367,
2017/01/24,18770 ,18900,18755,18840,539874,
2017/01/25,19060 ,19135,18965,19070,471654,
2017/01/26,19220 ,19460,19215,19460,516373,
2017/01/27,19465 ,19480,19385,19465,444190,
2017/01/30,19355 ,19385,19285,19335,360702,
2017/01/31,19100 ,19185,18975,18990,695877,
2017/02/01,18940 ,19180,18900,19180,498914,
2017/02/02,19150 ,19160,18845,18930,562202,
2017/02/03,19045 ,19050,18800,18945,714925,
2017/02/06,19080 ,19100,18880,18950,445016,
2017/02/07,18830 ,18960,18785,18880,406131,
2017/02/08,18920 ,18995,18860,18990,379163,
2017/02/09,18930 ,18980,18855,18915,417742,
2017/02/10,19195 ,19410,19185,19385,575535,
2017/02/13,19480 ,19515,19400,19435,466500,
2017/02/14,19505 ,19505,19215,19280,620184,
2017/02/15,19480 ,19490,19420,19440,361812,
2017/02/16,19440 ,19440,19245,19330,586077,
2017/02/17,19220 ,19270,19155,19195,421359,
2017/02/20,19145 ,19265,19100,19250,385346,
2017/02/21,19240 ,19390,19240,19380,295608,
2017/02/22,19440 ,19450,19310,19385,388182,
2017/02/23,19360 ,19375,19245,19350,383317,
2017/02/24,19250 ,19385,19210,19270,493999,
2017/02/27,19120 ,19175,18990,19140,582534,
2017/02/28,19200 ,19270,19105,19125,439453,
2017/03/01,19225 ,19420,19160,19390,894759,
2017/03/02,19630 ,19675,19565,19620,524993,
2017/03/03,19545 ,19590,19390,19470,535887,
2017/03/06,19440 ,19450,19335,19355,403626,
2017/03/07,19365 ,19380,19320,19350,268024,
2017/03/08,19345 ,19350,19190,19250,375964,
2017/03/09,19375 ,19380,19260,19300,134426,
2017/03/10,19340 ,19495,19300,19465,504800,
2017/03/13,19415 ,19535,19400,19515,297020,
2017/03/14,19520 ,19540,19455,19480,226142,
2017/03/15,19390 ,19460,19370,19445,260119,
2017/03/16,19325 ,19490,19300,19440,462582,
2017/03/17,19330 ,19410,19325,19350,305178,
2017/03/21,19250 ,19355,19195,19310,390472,
2017/03/22,18945 ,19040,18870,18910,570383,
2017/03/23,18925 ,18975,18835,18925,519526,
2017/03/24,18930 ,19170,18915,19140,547991,
2017/03/27,18910 ,18955,18790,18810,463823,
2017/03/28,19035 ,19075,18965,19035,391718,
2017/03/29,19175 ,19245,19155,19220,424767,
2017/03/30,19155 ,19220,19025,19070,394781,
2017/03/31,19185 ,19210,18880,18910,568578,
2017/04/03,18995 ,19070,18910,19050,434317,
2017/04/04,18935 ,18950,18695,18815,707024,
2017/04/05,18930 ,18935,18765,18855,454474,
2017/04/06,18775 ,18790,18525,18615,662069,
2017/04/07,18760 ,18780,18505,18710,987018,
2017/04/10,18835 ,18850,18755,18800,388482,
2017/04/11,18730 ,18765,18640,18710,432211,
2017/04/12,18625 ,18625,18450,18535,570053,
2017/04/13,18410 ,18455,18300,18400,612583,
2017/04/14,18335 ,18410,18285,18320,301748,
2017/04/17,18235 ,18355,18195,18310,449135,
2017/04/18,18480 ,18545,18355,18435,453334,
2017/04/19,18300 ,18470,18295,18410,443477,
2017/04/20,18400 ,18520,18395,18470,406330,
2017/04/21,18575 ,18650,18530,18650,405821,
2017/04/24,18890 ,18940,18835,18935,542790,
2017/04/25,18890 ,19115,18850,19090,542748,
2017/04/26,19160 ,19290,19160,19280,439077,
2017/04/27,19210 ,19285,19195,19285,358903,
2017/04/28,19230 ,19265,19160,19195,395850,
2017/05/01,19185 ,19310,19180,19310,268555,
2017/05/02,19335 ,19485,19330,19485,418268,
2017/05/08,19740 ,19935,19710,19870,607077,
2017/05/09,19885 ,19920,19840,19885,404410,
2017/05/10,19910 ,19945,19865,19900,389666,
2017/05/11,19950 ,20000,19905,19960,375868,
2017/05/12,19860 ,19950,19805,19880,389516,
2017/05/15,19770 ,19890,19750,19890,320021,
2017/05/16,19940 ,19995,19865,19880,354709,
2017/05/17,19800 ,19845,19760,19770,547114,
2017/05/18,19520 ,19605,19445,19570,608875,
2017/05/19,19580 ,19630,19490,19595,432486,
2017/05/22,19670 ,19720,19615,19670,309059,
2017/05/23,19630 ,19695,19580,19640,291909,
2017/05/24,19780 ,19790,19690,19740,323862,
2017/05/25,19720 ,19855,19715,19800,372930,
2017/05/26,19785 ,19800,19680,19710,311238,
2017/05/29,19700 ,19740,19620,19680,235313,
2017/05/30,19690 ,19700,19565,19670,364692,
2017/05/31,19625 ,19680,19585,19660,286997,
2017/06/01,19670 ,19890,19665,19855,490042,
2017/06/02,19930 ,20245,19920,20170,631736,
2017/06/05,20100 ,20225,20095,20150,418859,
2017/06/06,20130 ,20160,19945,19975,467486,
2017/06/07,19945 ,20025,19910,19950,257192,
2017/06/08,20015 ,20070,19895,19965,152340,
2017/06/09,19970 ,20070,19890,19950,465052,
2017/06/12,19900 ,19920,19800,19860,377986,
2017/06/13,19820 ,19895,19800,19885,294708,
2017/06/14,19935 ,19975,19850,19875,318062,
2017/06/15,19785 ,19935,19715,19810,486466,
2017/06/16,19875 ,19980,19855,19930,458146,
2017/06/19,19920 ,20050,19905,20025,309149,
2017/06/20,20180 ,20290,20170,20200,398715,
2017/06/21,20130 ,20180,20080,20100,416586,
2017/06/22,20100 ,20160,20065,20075,296667,
2017/06/23,20105 ,20115,20050,20075,266225,
2017/06/26,20075 ,20160,20075,20125,251222,
2017/06/27,20210 ,20215,20145,20150,283482,
2017/06/28,20120 ,20215,20105,20145,392122,
2017/06/29,20245 ,20270,20185,20215,353539,
2017/06/30,19990 ,20035,19930,19995,503296,
2017/07/03,20040 ,20090,20015,20070,274200,
2017/07/04,20180 ,20195,19960,20015,476935,
2017/07/05,20010 ,20075,19875,20070,556401,
2017/07/06,20055 ,20070,19925,19965,417901,
2017/07/07,19865 ,19965,19830,19945,488262,
2017/07/10,20055 ,20120,20010,20100,327438,
2017/07/11,20050 ,20190,20050,20180,354532,
2017/07/12,20105 ,20140,20040,20060,310231,
2017/07/13,20145 ,20165,20045,20080,340833,
2017/07/14,20130 ,20140,20080,20110,272082,
2017/07/18,20040 ,20060,19925,19980,365493,
2017/07/19,19965 ,20010,19930,20010,248947,
2017/07/20,20015 ,20135,20005,20090,329547,
2017/07/21,20065 ,20115,20050,20080,241562,
2017/07/24,19945 ,19980,19875,19945,324373,
2017/07/25,19950 ,20015,19915,19920,276021,
2017/07/26,20090 ,20100,20005,20040,264769,
2017/07/27,20010 ,20165,19990,20050,447206,
2017/07/28,20010 ,20030,19910,19955,310641,
2017/07/31,19935 ,19960,19890,19940,326118,
2017/08/01,19930 ,19980,19910,19980,277773,
2017/08/02,20050 ,20095,20010,20075,316631,
2017/08/03,20040 ,20055,19970,20010,285581,
2017/08/04,19945 ,19970,19920,19950,215432,
2017/08/07,20060 ,20070,20020,20040,198161,
2017/08/08,20035 ,20060,19955,19985,271210,
2017/08/09,19910 ,19915,19640,19730,705606,
2017/08/10,19780 ,19815,19665,19710,413703,
2017/08/14,19480 ,19580,19460,19530,417316,
2017/08/15,19645 ,19815,19640,19735,443165,
2017/08/16,19730 ,19760,19700,19725,255702,
2017/08/17,19690 ,19725,19660,19680,265313,
2017/08/18,19470 ,19525,19410,19440,443845,
2017/08/21,19490 ,19495,19345,19355,370444,
2017/08/22,19335 ,19420,19330,19345,342875,
2017/08/23,19510 ,19550,19385,19420,392794,
2017/08/24,19345 ,19415,19305,19325,342024,
2017/08/25,19405 ,19470,19365,19450,361150,
2017/08/28,19470 ,19520,19400,19435,375475,
2017/08/29,19270 ,19375,19260,19375,536122,
2017/08/30,19475 ,19530,19430,19520,400952,
2017/08/31,19585 ,19695,19570,19695,419692,
2017/09/01,19725 ,19740,19615,19695,385679,
2017/09/04,19605 ,19625,19450,19470,508550,
2017/09/05,19560 ,19565,19350,19430,606524,
2017/09/06,19325 ,19375,19255,19345,346764,
2017/09/07,19455 ,19480,19360,19395,186726,
2017/09/08,19240 ,19250,19085,19135,504009,
2017/09/11,19280 ,19420,19270,19415,421233,
2017/09/12,19550 ,19650,19550,19630,377367,
2017/09/13,19750 ,19755,19690,19690,276901,
2017/09/14,19710 ,19775,19650,19690,380232,
2017/09/15,19660 ,19800,19635,19785,430963,
2017/09/19,20000 ,20180,19985,20145,491020,
2017/09/20,20145 ,20220,20130,20140,350342,
2017/09/21,20350 ,20370,20195,20220,508601,
2017/09/22,20240 ,20285,20120,20180,518733,
2017/09/25,20260 ,20315,20230,20275,317309,
2017/09/26,20200 ,20250,20160,20160,368353,
2017/09/27,20240 ,20315,20205,20315,388181,
2017/09/28,20400 ,20410,20290,20390,476706,
2017/09/29,20330 ,20370,20270,20345,405752,
2017/10/02,20390 ,20415,20355,20410,276717,
2017/10/03,20470 ,20630,20435,20595,503744,
2017/10/04,20640 ,20685,20585,20630,444816,
2017/10/05,20635 ,20660,20600,20640,303934,
2017/10/06,20680 ,20720,20660,20705,263443,
2017/10/10,20670 ,20830,20655,20825,389818,
2017/10/11,20790 ,20905,20785,20875,336620,
2017/10/12,20950 ,21000,20915,20950,396914,
2017/10/13,20965 ,21215,20925,21160,704956,
2017/10/16,21240 ,21355,21190,21275,474385,
2017/10/17,21345 ,21395,21225,21350,540757,
2017/10/18,21360 ,21415,21310,21350,447397,
2017/10/19,21470 ,21515,21380,21475,488833,
2017/10/20,21340 ,21500,21340,21450,483427,
2017/10/23,21730 ,21755,21615,21735,644365,
2017/10/24,21665 ,21815,21645,21805,571727,
2017/10/25,21900 ,21930,21645,21755,640482,
2017/10/26,21720 ,21795,21700,21775,410107,
2017/10/27,21870 ,22045,21820,22045,628601,
2017/10/30,22030 ,22095,21920,22020,545751,
2017/10/31,21910 ,22030,21840,21950,502317,
2017/11/01,22190 ,22465,22185,22430,714439,
2017/11/02,22495 ,22550,22405,22485,658904,
2017/11/06,22640 ,22660,22430,22595,664398,
2017/11/07,22555 ,22990,22520,22990,785317,
2017/11/08,22815 ,22945,22755,22945,630993,
2017/11/09,22990 ,23430,22520,22900,1662145,
2017/11/10,22600 ,22730,22505,22520,847190,
2017/11/13,22550 ,22630,22275,22285,551947,
2017/11/14,22410 ,22545,22325,22430,617906,
2017/11/15,22275 ,22320,22010,22040,916198,
2017/11/16,22025,22430,21985,22410,805938,
2017/11/17,22590,22770,22315,22450,1111917,
2017/11/20,22245,22425,22215,22240,520598,
2017/11/21,22485,22570,22405,22450,477813,
2017/11/22,22675,22690,22515,22585,501730,
2017/11/24,22400,22580,22380,22580,457228,
2017/11/27,22685,22690,22420,22500,560457,
2017/11/28,22460,22595,22370,22495,577450,
2017/11/29,22620,22670,22510,22620,530383,
2017/11/30,22635 ,22765,22510,22765,668519,
2017/12/01,22905 ,23000,22670,22790,804875,
2017/12/04,22810 ,22870,22700,22710,509973,
2017/12/05,22590 ,22690,22520,22610,449501,
2017/12/06,22510 ,22540,22110,22200,725311,
2017/12/07,22340 ,22570,22305,22520,193428,
2017/12/08,22605 ,22800,22525,22785,559194,
2017/12/11,22870 ,22915,22755,22895,405129,
2017/12/12,22895 ,22965,22800,22840,411781,
2017/12/13,22870 ,22875,22655,22700,422337,
2017/12/14,22680 ,22750,22595,22630,354551,
2017/12/15,22580 ,22720,22440,22520,562637,
2017/12/18,22750 ,22890,22705,22880,494768,
2017/12/19,22935 ,22965,22790,22800,418320,
2017/12/20,22800 ,22900,22770,22860,329687,
2017/12/21,22820 ,22870,22690,22800,390159,
2017/12/22,22810 ,22880,22770,22855,271489,
2017/12/25,22865 ,22920,22840,22875,116773,
2017/12/26,22890 ,22915,22840,22860,164270,
2017/12/27,22870 ,22935,22860,22890,207302,
2017/12/28,22930 ,22950,22720,22780,305836,
2017/12/29,22805 ,22880,22740,22750,252928,
2018/01/04,23100 ,23490,23075,23410,587622,
2018/01/05,23630 ,23730,23505,23720,518033,
2018/01/09,23910 ,24000,23765,23860,533255,
2018/01/10,23795 ,23850,23715,23800,407881,
2018/01/11,23610 ,23735,23590,23650,514857,
2018/01/12,23750 ,23760,23570,23640,487020,
2018/01/15,23800 ,23820,23665,23725,344248,
2018/01/16,23695 ,23945,23680,23945,439346,
2018/01/17,23720 ,23875,23715,23820,545614,
2018/01/18,24110 ,24120,23685,23770,796350,
2018/01/19,23835 ,23860,23715,23800,499025,
2018/01/22,23775 ,23810,23670,23795,370651,
2018/01/23,23915 ,24140,23900,24120,627713,
2018/01/24,24015 ,24055,23870,23905,505937,
2018/01/25,23725 ,23815,23620,23660,611702,
2018/01/26,23700 ,23785,23550,23620,586435,
2018/01/29,23730 ,23775,23555,23615,495251,
2018/01/30,23560 ,23570,23210,23260,886476,
2018/01/31,23200 ,23365,23070,23095,791429,
2018/02/01,23280 ,23485,23210,23440,588613,
2018/02/02,23275 ,23335,23100,23315,685836,
2018/02/05,22790 ,22850,22560,22650,830107,
2018/02/06,21700 ,21835,21050,21500,1733780,
2018/02/07,22185 ,22335,21520,21610,1141193,
2018/02/08,21700 ,21960,21620,21940,865032,
2018/02/09,21140 ,21390,21050,21360,1011089,
2018/02/13,21640 ,21695,21170,21170,711374,
2018/02/14,21215 ,21350,20915,21180,758348,
2018/02/15,21365 ,21565,21285,21450,658054,
2018/02/16,21500 ,21850,21490,21730,616620,
2018/02/19,21860 ,22145,21825,22100,469694,
2018/02/20,21980 ,22045,21810,21925,522591,
2018/02/21,21885 ,22170,21810,21970,716296,
2018/02/22,21810 ,21830,21595,21660,631812,
2018/02/23,21730 ,21915,21715,21910,471993,
2018/02/26,22150 ,22235,22035,22215,563605,
2018/02/27,22390 ,22510,22320,22380,528991,
2018/02/28,22250 ,22375,22065,22095,660822,
2018/03/01,21920 ,21965,21635,21640,720521,
2018/03/02,21200 ,21270,21015,21140,836148,
2018/03/05,21020 ,21160,20925,20995,700110,
2018/03/06,21430 ,21555,21385,21435,581427,
2018/03/07,21335 ,21490,21190,21190,675848,
2018/03/08,21500 ,21505,21290,21380,171778,
2018/03/09,21480 ,21715,21170,21350,884081,
2018/03/12,21745 ,21810,21500,21725,603469,
2018/03/13,21595 ,21800,21515,21795,447884,
2018/03/14,21560 ,21700,21490,21610,452862,
2018/03/15,21530 ,21645,21365,21640,477128,
2018/03/16,21655 ,21685,21435,21440,468720,
2018/03/19,21375 ,21480,21170,21270,541820,
2018/03/20,21055 ,21195,21030,21170,461503,
2018/03/22,21180 ,21400,21170,21390,497619,
2018/03/23,20700 ,20810,20340,20350,930415,
2018/03/26,20240 ,20595,20145,20480,742539,
2018/03/27,20760 ,21150,20735,21105,764984,
2018/03/28,20730 ,21030,20730,21030,738941,
2018/03/29,21295 ,21295,20980,21210,563502,
2018/03/30,21425 ,21510,21300,21435,426829,
2018/04/02,21410 ,21595,21345,21425,442518,
2018/04/03,21050 ,21325,21040,21320,493548,
2018/04/04,21425 ,21450,21225,21350,483074,
2018/04/05,21545 ,21740,21450,21650,543312,
2018/04/06,21645 ,21745,21540,21640,666021,
2018/04/09,21520 ,21740,21510,21725,442609,
2018/04/10,21595 ,21960,21530,21860,679515,
2018/04/11,21825 ,21860,21670,21675,428761,
2018/04/12,21665 ,21715,21585,21660,420090,
2018/04/13,21770 ,21910,21730,21810,484516,
2018/04/16,21820 ,21880,21755,21845,369668,
2018/04/17,21820 ,21890,21765,21830,343332,
2018/04/18,21925 ,22195,21915,22190,508910,
2018/04/19,22215 ,22355,22175,22200,463219,
2018/04/20,22140 ,22265,22075,22155,421405,
2018/04/23,22150 ,22205,22060,22100,336836,
2018/04/24,22250 ,22300,22150,22275,372727,
2018/04/25,22115 ,22230,22070,22225,473363,
2018/04/26,22325 ,22385,22275,22320,435360,
2018/04/27,22415 ,22500,22360,22500,468106,
2018/05/01,22455 ,22525,22420,22505,240172,
2018/05/02,22575 ,22580,22425,22460,313360,
2018/05/07,22510 ,22525,22345,22445,326165,
2018/05/08,22425 ,22565,22415,22515,306673,
2018/05/09,22465 ,22480,22360,22425,359197,
2018/05/10,22500 ,22535,22420,22495,303290,
2018/05/11,22525 ,22780,22520,22725,416911,
2018/05/14,22745 ,22890,22735,22860,303476,
2018/05/15,22885 ,22910,22800,22815,296195,
2018/05/16,22715 ,22790,22700,22735,290960,
2018/05/17,22810 ,22880,22795,22855,305665,
2018/05/18,22925 ,22955,22865,22925,306413,
2018/05/21,22920 ,23050,22905,23000,306254,
2018/05/22,23015 ,23025,22955,22965,219479,
2018/05/23,22920 ,22950,22640,22725,522266,
2018/05/24,22635 ,22640,22360,22415,467783,
2018/05/25,22330 ,22515,22305,22435,448032,
2018/05/28,22485 ,22545,22400,22500,279370,
2018/05/29,22430 ,22435,22225,22305,406059,
2018/05/30,21985 ,22080,21925,22030,499059,
2018/05/31,22145 ,22250,22090,22185,385314,
2018/06/01,22120 ,22325,22080,22225,451847,
2018/06/04,22335 ,22515,22325,22505,330202,
2018/06/05,22555 ,22600,22465,22530,314242,
2018/06/06,22540 ,22665,22500,22640,261837,
2018/06/07,22745 ,22870,22740,22870,146669,
2018/06/08,22665 ,22825,22605,22615,430437,
2018/06/11,22620 ,22790,22600,22780,319830,
2018/06/12,22955 ,22965,22735,22840,551237,
2018/06/13,22850 ,22935,22825,22915,259189,
2018/06/14,22780 ,22845,22670,22695,352129,
2018/06/15,22850 ,22865,22720,22830,386621,
2018/06/18,22775 ,22780,22550,22620,340539,
2018/06/19,22560 ,22570,22180,22185,668214,
2018/06/20,22265 ,22535,22115,22475,665382,
2018/06/21,22465 ,22735,22435,22605,621754,
2018/06/22,22405 ,22490,22370,22465,391675,
2018/06/25,22480 ,22525,22260,22300,471429,
2018/06/26,22155 ,22325,22055,22315,514033,
2018/06/27,22285 ,22340,22180,22235,429547,
2018/06/28,22175 ,22280,22015,22235,592278,
2018/06/29,22285 ,22315,22120,22215,512712,
2018/07/02,22205 ,22295,21740,21740,628021,
2018/07/03,21845 ,21905,21540,21705,776368,
2018/07/04,21685 ,21755,21570,21705,431238,
2018/07/05,21675 ,21720,21435,21495,604954,
2018/07/06,21665 ,21850,21610,21790,623135,
2018/07/09,21850 ,22080,21840,22065,469024,
2018/07/10,22205 ,22295,22160,22185,480256,
2018/07/11,22025 ,22040,21725,21920,744249,
2018/07/12,22015 ,22210,21995,22205,490673,
2018/07/13,22380 ,22670,22375,22595,583054,
2018/07/17,22545 ,22815,22545,22705,517166,
2018/07/18,22885 ,22930,22775,22795,409787,
2018/07/19,22855 ,22905,22735,22785,410445,
2018/07/20,22705 ,22855,22515,22710,702360,
2018/07/23,22445 ,22485,22315,22385,511023,
2018/07/24,22495 ,22550,22390,22505,367251,
2018/07/25,22575 ,22630,22520,22600,374072,
2018/07/26,22595 ,22635,22510,22560,401477,
2018/07/27,22620 ,22695,22565,22680,333633,
2018/07/30,22580 ,22615,22495,22515,349310,
2018/07/31,22460 ,22670,22330,22500,590473,
2018/08/01,22640 ,22770,22600,22770,424193,
2018/08/02,22650 ,22735,22435,22510,536884,
2018/08/03,22600 ,22615,22445,22510,368969,
2018/08/06,22545 ,22605,22465,22485,335648,
2018/08/07,22535 ,22650,22510,22630,288219,
2018/08/08,22640 ,22785,22590,22625,394751,
2018/08/09,22570 ,22625,22480,22595,319639,
2018/08/10,22545 ,22615,22240,22300,540801,
2018/08/13,22140 ,22150,21820,21890,646006,
2018/08/14,22040 ,22340,22010,22320,542624,
2018/08/15,22320 ,22355,22085,22180,441607,
2018/08/16,21965 ,22230,21860,22165,731161,
2018/08/17,22290 ,22330,22220,22260,299720,
2018/08/20,22240 ,22270,22130,22160,364591,
2018/08/21,22105 ,22290,22035,22210,457248,
2018/08/22,22220 ,22370,22140,22320,414415,
2018/08/23,22410 ,22450,22355,22410,412611,
2018/08/24,22480 ,22590,22440,22585,374193,
2018/08/27,22665 ,22825,22655,22775,397530,
2018/08/28,22950 ,22990,22790,22795,401331,
2018/08/29,22830 ,22965,22810,22850,429160,
2018/08/30,23040 ,23060,22830,22875,534537,
2018/08/31,22720 ,22895,22680,22860,469795,
2018/09/03,22835 ,22845,22690,22705,387579,
2018/09/04,22765 ,22770,22610,22770,493228,
2018/09/05,22675 ,22705,22560,22560,498158,
2018/09/06,22485 ,22540,22430,22480,475511,
2018/09/07,22330 ,22380,22175,22380,667052,
2018/09/10,22260 ,22405,22240,22365,511887,
2018/09/11,22470 ,22675,22450,22655,508465,
2018/09/12,22680 ,22725,22525,22620,487366,
2018/09/13,22650 ,22870,22635,22815,178501,
2018/09/14,22810 ,22965,22790,22965,565421,
2018/09/18,22920 ,23320,22875,23275,724033,
2018/09/19,23630 ,23690,23500,23520,539799,
2018/09/20,23590 ,23630,23415,23460,572247,
2018/09/21,23700 ,23825,23605,23750,576296,
2018/09/25,23685 ,23795,23655,23740,406010,
2018/09/26,23845 ,24030,23825,24000,525363,
2018/09/27,23895 ,24090,23770,23830,715555,
2018/09/28,24050 ,24290,24015,24130,704436,
2018/10/01,24200 ,24320,24130,24310,514675,
2018/10/02,24400 ,24445,24215,24280,667325,
2018/10/03,24220 ,24275,24035,24140,641195,
2018/10/04,24290 ,24295,23910,23920,743386,
2018/10/05,23760 ,23940,23725,23820,643341,
2018/10/09,23560 ,23600,23440,23465,678299,
2018/10/10,23530 ,23595,23365,23530,599843,
2018/10/11,22750 ,22850,22405,22585,1240325,
2018/10/12,22570 ,22715,22410,22650,799679,
2018/10/15,22520 ,22525,22200,22200,718424,
2018/10/16,22245 ,22540,22225,22425,614619,
2018/10/17,22855 ,22950,22755,22890,557830,
2018/10/18,22880 ,22885,22590,22595,462136,
2018/10/19,22330 ,22545,22210,22525,601410,
2018/10/22,22385 ,22660,22260,22625,538227,
2018/10/23,22445 ,22455,21930,21930,741205,
2018/10/24,22145 ,22210,21885,22030,758233,
2018/10/25,21335 ,21510,21195,21275,769599,
2018/10/26,21500 ,21515,20960,21235,985856,
2018/10/29,21320 ,21470,21100,21100,643017,
2018/10/30,21050 ,21570,21010,21475,701287,
2018/10/31,21655 ,21910,21555,21870,578849,
2018/11/01,21785 ,21865,21545,21545,568372,
2018/11/02,21675 ,22300,21665,22225,767557,
2018/11/05,21905 ,22050,21860,21870,433745,
2018/11/06,22040 ,22195,21990,22195,352939,
2018/11/07,22200 ,22435,21985,22115,940082,
2018/11/08,22500 ,22580,22445,22495,493071,
2018/11/09,22420 ,22485,22215,22270,495260,
2018/11/12,22105 ,22325,22035,22255,368919,
2018/11/13,21815 ,21830,21470,21760,732759,
2018/11/14,21845 ,21985,21755,21825,491052,
2018/11/15,21685 ,21830,21610,21820,455989,
2018/11/16,21840 ,21870,21650,21650,388553,
2018/11/19,21675 ,21850,21650,21835,336454,
2018/11/20,21525 ,21690,21515,21550,409750,
2018/11/21,21200 ,21560,21190,21525,562239,
2018/11/22,21630 ,21700,21470,21700,406068,
2018/11/26,21580 ,21835,21575,21830,397409,
2018/11/27,21975 ,22005,21815,22000,394048,
2018/11/28,22075 ,22225,22040,22225,367314,
2018/11/29,22400 ,22435,22240,22250,399267,
2018/11/30,22280 ,22365,22230,22350,343337,
2018/12/03,22685 ,22720,22540,22635,540722,
2018/12/04,22580 ,22590,22010,22075,626263,
2018/12/05,21735 ,21980,21690,21880,563312,
2018/12/06,21750 ,21805,21295,21455,743872,
2018/12/07,21590 ,21735,21485,21625,537299,
2018/12/10,21205 ,21310,21140,21145,478067,
2018/12/11,21240 ,21285,21060,21135,521532,
2018/12/12,21345 ,21660,21315,21660,474447,
2018/12/13,21715 ,21880,21685,21850,168319,
2018/12/14,21645 ,21690,21270,21305,599194,
2018/12/17,21255 ,21495,21250,21450,322661,
2018/12/18,21125 ,21265,21030,21070,533733,
2018/12/19,21015 ,21105,20810,20925,633414,
2018/12/20,20700 ,20775,20200,20220,699504,
2018/12/21,20330 ,20332,19940,20055,510993,
2018/12/25,19295 ,19435,19000,19000,528537,
2018/12/26,19250 ,19510,18910,19390,754414,
2018/12/27,20030 ,20185,19815,20015,736196,
2018/12/28,19900 ,20055,19750,19845,586732,
2019/01/04,19420 ,19540,19205,19480,731033,
2019/01/07,20140 ,20245,19985,20070,667987,
2019/01/08,20165 ,20320,20075,20215,591511,
2019/01/09,20320 ,20470,20300,20420,494506,
2019/01/10,20260 ,20325,20070,20110,588805,
2019/01/11,20290 ,20370,20260,20320,429772,
2019/01/15,20170 ,20560,20160,20510,607773,
2019/01/16,20535 ,20560,20295,20430,510234,
2019/01/17,20540 ,20550,20315,20350,505823,
2019/01/18,20490 ,20670,20430,20630,502727,
2019/01/21,20865 ,20875,20655,20715,498074,
2019/01/22,20740 ,20790,20535,20560,440835,
2019/01/23,20430 ,20670,20420,20560,565358,
2019/01/24,20515 ,20605,20420,20560,450079,
2019/01/25,20545 ,20820,20535,20780,559331,
2019/01/28,20755 ,20765,20600,20640,472157,
2019/01/29,20560 ,20660,20385,20630,597072,
2019/01/30,20695 ,20720,20500,20610,535909,
2019/01/31,20820 ,20880,20660,20755,630024,
2019/02/01,20785 ,20910,20715,20725,600900,
2019/02/04,20775 ,20900,20755,20850,376907,
2019/02/05,20900 ,20950,20795,20830,366496,
2019/02/06,20940 ,20945,20830,20865,387571,
2019/02/07,20870 ,20890,20630,20730,600217,
2019/02/08,20500 ,20535,20285,20300,655143,
2019/02/12,20405 ,20880,20385,20880,706413,
2019/02/13,20910 ,21195,20910,21160,616776,
2019/02/14,21110 ,21215,21075,21190,548126,
2019/02/15,21005 ,21010,20810,20900,623320,
2019/02/18,21250 ,21320,21165,21295,510000,
2019/02/19,21240 ,21325,21195,21295,510236,
2019/02/20,21350 ,21480,21290,21420,619870,
2019/02/21,21380 ,21550,21295,21440,692903,
2019/02/22,21330 ,21440,21325,21400,464245,
2019/02/25,21540 ,21580,21440,21545,542074,
2019/02/26,21545 ,21610,21370,21475,589472,
2019/02/27,21495 ,21575,21480,21560,304540,
2019/02/28,21555 ,21570,21365,21390,490630,
2019/03/01,21505 ,21650,21470,21620,460081,
2019/03/04,21780 ,21870,21745,21820,459874,
2019/03/05,21690 ,21805,21655,21755,562255,
2019/03/06,21685 ,21695,21550,21590,395674,
2019/03/07,21520 ,21525,21405,21425,145087,
2019/03/08,21110 ,21150,20775,20775,609146,
2019/03/11,20915 ,20955,20745,20930,551318,
2019/03/12,21230 ,21380,21180,21330,453449,
2019/03/13,21230 ,21285,20980,21050,608619,
2019/03/14,21300 ,21340,21095,21120,564753,
2019/03/15,21150 ,21365,21145,21245,543974,
2019/03/18,21370 ,21450,21320,21415,314730,
2019/03/19,21410 ,21415,21245,21370,411854,
2019/03/20,21365 ,21435,21310,21435,382106,
2019/03/22,21410 ,21485,21250,21340,521340,
2019/03/25,20990 ,21020,20675,20740,662469,
2019/03/26,20980 ,21270,20970,21150,661208,
2019/03/27,21300 ,21385,21230,21385,552529,
2019/03/28,21135 ,21195,20960,21055,637511,
2019/03/29,21245 ,21280,21135,21190,448775,
2019/04/01,21500 ,21675,21450,21450,651881,
2019/04/02,21650 ,21745,21470,21470,462467,
2019/04/03,21560 ,21730,21475,21720,598639,
2019/04/04,21730 ,21780,21655,21695,445975,
2019/04/05,21765 ,21830,21720,21790,440173,
2019/04/08,21940 ,21965,21730,21770,426094,
2019/04/09,21770 ,21810,21690,21740,325646,
2019/04/10,21560 ,21700,21540,21700,376131,
2019/04/11,21650 ,21720,21615,21670,419589,
2019/04/12,21725 ,21865,21680,21860,581821,
2019/04/15,22100 ,22225,22075,22175,523760,
2019/04/16,22135 ,22250,22120,22220,459536,
2019/04/17,22260 ,22340,22175,22265,521033,
